year,day_of_week,hour,total_trips,num_days,avg_trips,period
2023,Tuesday,8,52854,52,1016.4,Post-Pandemic (2023)
2023,Tuesday,9,31409,52,604.0,Post-Pandemic (2023)
2023,Tuesday,10,19385,52,372.8,Post-Pandemic (2023)
2023,Tuesday,11,20276,52,389.9,Post-Pandemic (2023)
2023,Tuesday,12,23548,52,452.8,Post-Pandemic (2023)
2023,Tuesday,13,23533,52,452.6,Post-Pandemic (2023)
2023,Tuesday,14,25331,52,487.1,Post-Pandemic (2023)
2023,Tuesday,15,30398,52,584.6,Post-Pandemic (2023)
2023,Tuesday,16,45956,52,883.8,Post-Pandemic (2023)
2023,Tuesday,17,66569,52,1280.2,Post-Pandemic (2023)
2023,Tuesday,18,53429,52,1027.5,Post-Pandemic (2023)
2023,Tuesday,19,37085,52,713.2,Post-Pandemic (2023)
2023,Tuesday,20,25332,52,487.2,Post-Pandemic (2023)
2023,Tuesday,21,19266,52,370.5,Post-Pandemic (2023)
2023,Tuesday,22,13387,52,257.4,Post-Pandemic (2023)
2023,Tuesday,23,8000,52,153.8,Post-Pandemic (2023)
2023,Wednesday,0,3377,52,64.9,Post-Pandemic (2023)
2023,Wednesday,1,1680,52,32.3,Post-Pandemic (2023)
2023,Wednesday,2,866,52,16.7,Post-Pandemic (2023)
2023,Wednesday,3,496,52,9.5,Post-Pandemic (2023)
2023,Wednesday,4,772,52,14.8,Post-Pandemic (2023)
2023,Wednesday,5,3806,52,73.2,Post-Pandemic (2023)
2023,Wednesday,6,11858,52,228.0,Post-Pandemic (2023)
2023,Wednesday,7,30645,52,589.3,Post-Pandemic (2023)
2023,Wednesday,8,56532,52,1087.2,Post-Pandemic (2023)
2023,Wednesday,9,33790,52,649.8,Post-Pandemic (2023)
2023,Wednesday,10,21982,52,422.7,Post-Pandemic (2023)
2023,Wednesday,11,22422,52,431.2,Post-Pandemic (2023)
2023,Wednesday,12,24662,52,474.3,Post-Pandemic (2023)
2023,Wednesday,13,24155,52,464.5,Post-Pandemic (2023)
2023,Wednesday,14,25937,52,498.8,Post-Pandemic (2023)
2023,Wednesday,15,32215,52,619.5,Post-Pandemic (2023)
2023,Wednesday,16,49333,52,948.7,Post-Pandemic (2023)
2023,Wednesday,17,69683,52,1340.1,Post-Pandemic (2023)
2023,Wednesday,18,54819,52,1054.2,Post-Pandemic (2023)
2023,Wednesday,19,36520,52,702.3,Post-Pandemic (2023)
2023,Wednesday,20,25341,52,487.3,Post-Pandemic (2023)
2023,Wednesday,21,18720,52,360.0,Post-Pandemic (2023)
2023,Wednesday,22,13223,52,254.3,Post-Pandemic (2023)
2023,Wednesday,23,7513,52,144.5,Post-Pandemic (2023)
